log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000002159,2026-08-27T09:06:04,VDR-12127,172.16.241.,,NA,53,udp,deny,41546995,,SID192339,False,block_tor_exit,CN
FW000008579,2026-08-21 02:25:07,,,105.10.219.148,99203,135,other,deny,15951960,6865346,sid474207,no,NA,RU
FW000024473,06/08/2026 00:30,VDR-11482,192.168.23.164,999.999.999.999,NA,8080,tcp,deny,33954340,45990543,SID765173,0,ALLOW_WEB,US
FW000017059,2026-09-04 10:35:40,WS-12213,172.16.252.148,10.152.113,,3389,other,allow,,-1321219,SID302311,no,UNKNOWN,IN
FW000026713,2026-08-28 14:14:38,WS-12345,192.168.168.40,71.139.174.253,443,53,tcp,allow,-24532084,44922206,SID230994,N,MONITOR_DB_ACCESS,RU
FW000007012,05/08/2026 03:12,WS-12031,,164.136.209.54,8443,NA,tcp,allow,5747968,,SID908234,False,ALLOW_INTERNAL_DNS,US
FW000026250,1785680933,LPT-11721,73.255.37.239,54-33.226.213,3306,-4,tcp,allow,17165360,-32478431,sid213668,False,block_tor_exit,US
FW000010198,2026/09/07,VDR-12489,192.168.3.116,,443,445,tcp,allow,36433198,31563457,NA,False,,
FW000003842,1788166768,LPT-11755,10.161.81,999.999.999.999,3389,8080,tcp,deny,,43297281,SID944380,False,,US
FW000018200,16/08/2026 11:23,LPT-11593,192.168.58.178,10.10.13,8080,22,udp,allow,25819027,-7248896,SID388880,False,ALLOW_INTERNAL_DNS,US
FW000019558,2026-08-20 18:23:09,LPT-12722,10.233.221,10.239.95,,,tcp,allow,4158377,5433405,SID-447303,False,ALLOW_INTERNAL_DNS,IN
FW000020133,2026/08/27,LPT-12510,192.168.61.210.0,49.117.55.158,80,22,tcp,allow,13264486,38452476,SID-565709,False,MONITOR_DB_ACCESS,RU
FW000011850,06/08/2026 08:47,VDR-11581,UNKNOWN,35.26.111.,96406,135,tcp,deny,11826892,16910184,SID306560,False,,CN
FW000002101,09-02-2026 01:42:10 PM,WS-10707,172.16.156.171.0,999.999.999.999,3306,80,tcp,deny,,20552089,SID569982,0,ALLOW_WEB,RU
FW000028752,2026-09-03 17:49:19,LPT-11115,10.172.107,172.16.188.124,53,53,other,allow,,22953667,SID-192150,False,MONITOR_DB_ACCESS,CN
FW000023093,,VDR-12859,UNKNOWN,UNKNOWN,80,-1,udp,deny,13868633,19642362,SID499196,False,UNKNOWN,unknown
FW000001674,2026-08-10 18:44:07,VDR-10791,199.77.224.182,10.190.155.,82734,,udp,allow,,20667432,SID191684,False,block_tor_exit,
FW000010294,1786211557,VDR-10497,71.15.140.133,172.16.212.88,53,,tcp,allow,35069476,20639150,NA,False,UNKNOWN,US
FW000004214,06/09/2026 07:52,WS-10831,172.16.73.77,999.999.999.999,8443,22,tcp,allow,44847512,16511003,SID221559,N,allow_office_apps,unknown
FW000007481,07/09/2026,VDR-10666,10.208.224,10.181.132,22,443,tcp,allow,33879490,9913665,SID414899,False,DENY_TELNET,US
FW000017933,03/09/2026,LPT-12424,192-168.26.67,UNKNOWN,93702,,tcp,deny,14078218,18925708,,False,ALLOW_INTERNAL_DNS,US
FW000014563,,LPT-10682,177.112.170.,132.165.231.106,1433,,tcp,allow,-36797064,8430551,SID616548,False,NA,RU
FW000026035,21/08/2026 10:35,WS-11677,172.16.108.183,172.16.26.172,96498,NA,tcp,deny,40036902,9515324,SID-553692,0,BLOCK_EXTERNAL_RDP,
FW000011516,2026-08-24 12:02:06,VDR-12071,UNKNOWN,126.187.127.10,-1,445,tcp,deny,36176425,42372604,,False,ALLOW_WEB,
FW000008548,19/08/2026 07:07,WS-11362,10.55.214.,15.165.80.,8443,80,tcp,deny,8947924,10726545,SID875972,no,ALLOW_WEB,unknown
FW000021569,2026-08-05T21:56:55,VDR-10255,192.168.15.211,192.168.96.187.0,53,22,udp,allow,NA,7555186,SID867220,False,allow_office_apps,
FW000017846,,WS-12047,10.120.13,172.16.132.115,135,22,tcp,allow,34397129,39264185,SID-189149,False,block_tor_exit,IN
FW000014824,1788025999,LPT-10854,192.168.178.110,76.123.16.180,1433,135,tcp,allow,21611151,892348,SID859192,False,,CN
FW000016924,2026/08/23,VDR-10230,999.999.999.999,UNKNOWN,1433,,tcp,deny,2820669,16011755,sid331962,False,ALLOW_INTERNAL_DNS,US
FW000019605,,LPT-11744,188.65.236.246,172.16.16.,22,NA,tcp,allow,NA,28355365,SID388982,N,NA,
FW000025516,08-25-2026 09:14:25 AM,VDR-10990,10.61.74.,141.163.87.11,,1433,tcp,allow,,17357493,SID803939,False,block_tor_exit,RU
FW000016364,09/09/2026 15:53,WS-12124,,10.243.192.0,8443,,tcp,allow,674753,17804820,SID419989,False,,
FW000022854,04/08/2026 15:18,VDR-11251,UNKNOWN,192.168.233.102,25,85410,tcp,allow,-16387512,16099254,SID155990,no,DENY_TELNET,RU
FW000023555,2026/08/05,,172.16.160.247,10.150.190,,3306,other,allow,2380806,48963220,SID-555465,False,ALLOW_WEB,US
FW000014610,2026-08-22 09:03:56,VDR-11628,999.999.999.999,UNKNOWN,53,8080,udp,allow,22735461,1008376,SID976868,False,ALLOW_INTERNAL_DNS,US
FW000023815,,VDR-12333,UNKNOWN,85.57.138.226,53,22,tcp,allow,24729968,29244784,SID681084,False,ALLOW_WEB,
FW000029898,09-06-2026 11:59:58 AM,LPT-12383,192.168.40.182,,3306,445,tcp,allow,21251809,26679952,SID987214,yes,NA,US
FW000018136,1787104962,WS-10760,192.168.169.140,10.65.7,-5,NA,other,deny,-23962277,8710395,sid916293,False,MONITOR_DB_ACCESS,US
FW000020361,26/08/2026 05:58,WS-11447,10.85.172,10-139.243,1433,443,tcp,allow,8149048,21805701,SID445311,False,UNKNOWN,US
FW000024738,2026-08-20T17:37:48,WS-10352,172.16.25.214,112.205.88.,80,8080,tcp,allow,20311873,19198741,SID110672,False,allow_office_apps,unknown
FW000018157,1787984775,WS-11533,219.95.40.113,44.37.197.86.0,NA,,other,allow,34999925,10633989,SID621329,False,UNKNOWN,US
FW000009389,2026-08-09 00:20:27,VDR-11645,68.6.125.150,UNKNOWN,8443,3389,tcp,allow,,8472494,SID623256,False,block_tor_exit,unknown
FW000010071,24-Aug-2026 01:01:59,WS-12868,104.10.242.120,102.120.24.110,3389,25,tcp,allow,7737710,,SID558226,1,BLOCK_EXTERNAL_RDP,
FW000010861,2026-08-05 23:20:37,LPT-10378,192.168.16.93,UNKNOWN,86432,445,udp,allow,28335501,2091545,SID724703,no,NA,IN
FW000018401,,VDR-10528,172.16.140.,192.168.105.250.0,,25,udp,allow,22869442,19106629,SID221852,False,NA,CN
FW000002006,2026/08/26,,192.168.237.,135.221.97.,22,90149,tcp,allow,46837756,32690824,SID843286,False,DENY_TELNET,US
FW000020278,08-15-2026 09:51:03 PM,,,UNKNOWN,53,1433,udp,allow,526148,7736669,SID665199,0,ALLOW_INTERNAL_DNS,RU
FW000019622,22/08/2026 12:13,WS-11987,192.168.116.41,UNKNOWN,135,135,tcp,allow,118024,15294932,SID624147,N,ALLOW_INTERNAL_DNS,CN
FW000020809,08-30-2026 09:59:19 PM,VDR-11575,,172-16.189.253,8080,NA,tcp,deny,12123709,41209036,SID415100,0,UNKNOWN,RU
FW000015888,08-15-2026 01:07:24 PM,LPT-11993,UNKNOWN,74.134.245.95,8443,3389,tcp,deny,31826535,45772526,SID294383,N,allow_office_apps,RU
FW000015234,2026-08-21T00:19:33,VDR-10218,175.154.129.48,10-217.39,22,445,tcp,allow,9603363,18244062,SID212097,False,DENY_TELNET,RU
FW000013412,1788369331,VDR-12932,223.225.30.160.0,172.16.82.,3389,445,other,allow,,37361497,SID257773,False,BLOCK_EXTERNAL_RDP,unknown
FW000024973,2026-09-01 19:16:39,WS-11194,70.155.112.207,10.156.31.,22,3306,icmp,allow,42269571,37359420,SID899862,False,MONITOR_DB_ACCESS,IN
FW000002258,08-24-2026 03:51:54 PM,LPT-12199,10.34.27,10.29.190,445,8080,tcp,deny,14868807,16314877,SID675307,False,BLOCK_EXTERNAL_RDP,US
FW000026149,11/08/2026 12:12,WS-11143,183.94.252.,192.168.52.247,53,25,other,allow,24334848,1190132,SID623283,False,DENY_TELNET,RU
FW000020457,28/08/2026,WS-12226,172.16.209.,191.168.190.90.0,68417,3389,udp,allow,40653936,34820009,,False,,RU
FW000005575,2026/08/19,VDR-11575,192.168.81.217,160.46.123.171,53,1433,tcp,allow,4896744,NA,sid339705,False,,RU
FW000009084,,VDR-12465,24.186.61.233,24.199.35.,8080,75111,other,allow,45882815,10009869,SID-185234,no,,IN
FW000029850,1787305622,WS-11769,172.16.81.65,,,,tcp,allow,14482834,2255674,SID921366,yes,ALLOW_WEB,US
FW000005356,2026-09-06 10:19:00,WS-12433,192.168.19.4,211.49.46.66,3389,80,tcp,deny,40999321,11926344,SID793369,False,ALLOW_WEB,RU
FW000024803,2026-08-07T19:04:04,VDR-12905,999.999.999.999,75.120.176.146,445,-1,tcp,deny,32874164,19580274,SID203149,False,DENY_TELNET,RU
FW000006094,23/08/2026 09:16,WS-10594,192.168.103.196,39.98.149.169,445,1433,icmp,deny,35379861,,SID464774,1,allow_office_apps,RU
FW000007936,2026/09/05,VDR-12017,172.16.205.103,192.168.84.28,,3389,tcp,allow,49377914,31782338,SID162478,Y,,US
FW000027563,2026-08-02 12:56:41,VDR-11804,172.16.103.131,161.135.140.189,87084,8080,tcp,deny,25584118,38924697,SID566950,Y,UNKNOWN,CN
FW000001520,01/08/2026 02:01,VDR-10857,172.16.164.58,,53,25,icmp,deny,23823933,48187965,,False,ALLOW_INTERNAL_DNS,
FW000029557,2026-08-15T10:06:27,WS-12923,,75-150.78.194,3306,71640,tcp,allow,39547202,185548,SID636178,no,DENY_TELNET,IN
FW000001379,31/08/2026,WS-10604,999.999.999.999,999.999.999.999,25,3389,other,allow,20992951,NA,SID906901,N,block_tor_exit,RU
FW000022057,2026-08-20 16:05:28,VDR-10310,151.114.90.,185.192.105.217,1433,1433,icmp,deny,-43779476,49146627,SID773805,False,ALLOW_WEB,
FW000025600,07/09/2026,LPT-12444,30.112.29.76,172.16.92.204,NA,22,other,allow,,30376595,SID403950,False,block_tor_exit,
FW000018972,2026/08/21,LPT-10177,10.223.251,192.168.205.122,8443,8443,icmp,deny,34027662,24635795,SID580150,no,DENY_TELNET,IN
FW000015207,2026-08-20 19:36:09,,116.224.232.117,172.16.198.253,53,3389,other,allow,49728593,49178193,SID528576,False,MONITOR_DB_ACCESS,US
FW000021808,,LPT-12689,192.168.200.,63.73.97.102,8443,8443,other,allow,30413738,28281272,SID-837373,False,ALLOW_WEB,RU
FW000022006,2026-08-27 03:15:52,VDR-10086,999.999.999.999,172.16.189.,80,0,tcp,allow,,-37663868,SID725979,False,MONITOR_DB_ACCESS,US
FW000027223,1786625242,VDR-11853,92.24.93.82.0,192.168.74.124,80623,87880,tcp,allow,49276001,39591047,SID-730987,False,ALLOW_INTERNAL_DNS,IN
FW000013201,1786849730,WS-12344,80.4.223.251,UNKNOWN,135,445,tcp,deny,35683041,3275788,NA,False,,RU
FW000027791,01-Aug-2026 14:08:46,VDR-11963,172.16.116.146,999.999.999.999,95160,443,udp,allow,6422140,461373,sid946904,False,DENY_TELNET,IN
FW000005843,05-Sep-2026 23:03:31,VDR-11815,151.227.114.,181.222.109.134,1433,NA,tcp,deny,17773403,,SID360968,False,,
FW000007123,1788201528,WS-10121,192.168.11.45,,22,3306,tcp,allow,40862846,18191802,SID230812,False,MONITOR_DB_ACCESS,RU
FW000016212,07/09/2026,VDR-10038,154.3.60.144,172.16.249.43.0,53,3389,udp,allow,-9971854,45776817,SID643779,False,NA,US
FW000012821,2026/08/26,LPT-11736,10.187.248.,189.77.31.37,22,22,other,allow,430984,,SID237731,0,DENY_TELNET,CN
FW000005833,09/09/2026 03:35,WS-10325,11.236.25.,137-184.25.212,3389,53,tcp,allow,-44685033,43922212,SID291623,False,ALLOW_WEB,US
FW000009822,08-28-2026 05:28:16 PM,VDR-10558,999.999.999.999,168.126.105.,80,80,tcp,deny,47666339,NA,SID583812,False,DENY_TELNET,RU
FW000021273,03-Sep-2026 04:50:00,WS-11952,196.165.71.,10.147.52,22,80,other,allow,NA,47365664,SID309871,False,,CN
FW000012719,09-05-2026 07:18:34 AM,LPT-11030,176-183.36.15,10.164.47,3306,445,tcp,allow,12944175,20596694,SID-333473,False,MONITOR_DB_ACCESS,
FW000022289,2026-08-14 00:33:25,LPT-11446,172-16.53.230,161.155.183.,8443,3306,udp,deny,7306163,49467293,NA,False,NA,
FW000000523,2026/08/29,VDR-10207,192.168.97.79,93.192.151.,90545,53,other,allow,19571603,32234520,SID920955,N,MONITOR_DB_ACCESS,
FW000024428,15-Aug-2026 07:47:03,,172.16.206.200,192.168.90.44,3306,3389,tcp,allow,951898,2285895,SID660660,0,UNKNOWN,CN
FW000019992,2026-09-02 07:32:16,LPT-10511,UNKNOWN,UNKNOWN,3389,22,other,allow,39929097,NA,SID862757,False,MONITOR_DB_ACCESS,US
FW000025505,,WS-12736,172.16.213.126,172.16.131.177.0,8443,,icmp,allow,37702100,38063811,SID149492,N,NA,RU
FW000015373,2026-08-08 04:20:28,VDR-12338,172.16.152.51,10.223.47,53,445,tcp,allow,38853416,44486907,SID943423,True,BLOCK_EXTERNAL_RDP,RU
FW000000235,2026-08-04 01:46:23,,192.168.7.48.0,999.999.999.999,53,,other,allow,,38502631,SID276300,no,NA,US
FW000012181,2026-08-27 18:17:09,WS-10826,192.168.194.23.0,172.16.48.250,74862,80,tcp,allow,,NA,SID156804,False,BLOCK_EXTERNAL_RDP,US
FW000020181,1788348985,LPT-12383,28.6.75.56,192.168.204.197,25,,other,deny,11511275,42567915,NA,False,BLOCK_EXTERNAL_RDP,unknown
FW000006319,2026-08-08 16:19:46,LPT-11371,192.168.252.101,10.169.213,443,8443,udp,allow,47796275,31018626,SID812452,False,block_tor_exit,IN
FW000023479,08-30-2026 11:02:40 AM,WS-12442,152.197.150.133,999.999.999.999,85468,8080,other,allow,5431384,10526087,SID775219,False,MONITOR_DB_ACCESS,CN
FW000011993,2026-08-21 15:16:58,VDR-10666,UNKNOWN,123.42.146.34,3389,-5,tcp,allow,15484877,,sid632112,no,DENY_TELNET,unknown
FW000028328,,LPT-12800,999.999.999.999,172.16.203.,3389,1433,other,allow,12994211,20445143,,Y,UNKNOWN,
FW000001949,,LPT-10104,91-60.75.196,172.16.66.232,22,NA,tcp,deny,23961928,29914439,SID340168,no,BLOCK_EXTERNAL_RDP,RU
FW000006362,1786393079,LPT-12730,172.16.128.,192.168.22.157.0,0,135,tcp,deny,23497851,15173165,SID339822,False,ALLOW_WEB,IN
FW000029690,06-Aug-2026 17:07:14,LPT-11349,,192.168.166.57,3306,NA,tcp,allow,27887523,16718396,SID894834,no,allow_office_apps,CN
FW000028284,19/08/2026 22:27,WS-12879,,10-74.99,53,22,udp,allow,,8460074,SID361931,False,,unknown
FW000011685,1787490072,VDR-12712,172.16.211.66,192.168.87.206,22,25,tcp,allow,NA,,SID309127,N,DENY_TELNET,unknown
FW000022476,21/08/2026,LPT-12053,172.16.99.43,108.167.65.252,135,443,tcp,allow,40318084,44140022,SID856200,False,UNKNOWN,unknown
FW000015928,06-Sep-2026 21:34:36,LPT-10670,10.144.161.,10.58.152.,445,53,tcp,allow,25690880,1385264,SID244430,True,allow_office_apps,
FW000029198,2026-08-01T23:07:41,VDR-11056,192.168.113.238,187.46.216.51,-2,445,tcp,deny,9384755,18190036,SID368548,N,allow_office_apps,RU
FW000002225,07/09/2026 18:13,LPT-11881,10.182.243.,UNKNOWN,8443,NA,other,deny,-42491518,40979026,SID995205,False,BLOCK_EXTERNAL_RDP,US
FW000025683,2026/09/01,WS-10928,10.208.61,58.81.232.219,,8443,tcp,allow,44162461,,,N,BLOCK_EXTERNAL_RDP,unknown
FW000029130,05/09/2026 18:18,VDR-12216,192.168.185.9,10.119.215,-2,443,udp,allow,9013322,38215669,SID289924,False,,CN
FW000025395,,VDR-11232,48.188.55.61,57.56.118.,1433,1433,icmp,allow,19777044,26864923,sid844323,0,BLOCK_EXTERNAL_RDP,US
FW000015247,2026-09-07 03:46:00,VDR-12986,174.59.31.137,999.999.999.999,445,443,tcp,allow,717465,-42919559,SID760192,N,UNKNOWN,US
FW000016210,2026/08/17,WS-12266,10-19.90,36-101.38.142,25,25,other,allow,19324455,11996116,SID909317,no,UNKNOWN,RU
FW000005572,,LPT-10182,207.102.50.11,163.181.224.73,443,135,tcp,deny,37134873,13101365,SID100422,False,BLOCK_EXTERNAL_RDP,US
FW000004524,08-25-2026 05:56:43 PM,LPT-12155,999.999.999.999,UNKNOWN,,445,tcp,allow,14134804,39795162,,False,,
FW000005794,08-19-2026 11:08:14 AM,VDR-10601,172.16.31.97,UNKNOWN,25,3389,other,allow,16225674,11660165,sid986805,False,,IN
FW000020617,,WS-11397,999.999.999.999,999.999.999.999,135,8080,icmp,allow,2369273,14616886,SID406361,False,ALLOW_INTERNAL_DNS,unknown
FW000005739,2026-09-02T09:05:12,LPT-10583,17-159.160.233,10.7.75,74665,80,other,allow,3125583,45405061,SID426877,False,block_tor_exit,CN
FW000019009,02/08/2026 23:50,VDR-10838,192.168.159.,10.207.96,25,0,tcp,allow,8325693,46559276,SID698175,no,ALLOW_INTERNAL_DNS,CN
FW000004729,2026/08/13,WS-12164,24.250.19.224,10-223.175,25,25,other,allow,39664010,14611535,SID449082,no,NA,RU
FW000007819,03/09/2026 18:44,VDR-12738,172.16.21.152,223.156.21.181,-2,3389,tcp,allow,2820669,11178807,SID885138,False,ALLOW_WEB,
FW000008860,12/08/2026,WS-11111,10.225.39,192.168.205.22,25,99333,other,allow,3739271,42585043,SID516266,True,BLOCK_EXTERNAL_RDP,IN
FW000011847,2026-08-14T03:52:43,LPT-11333,172.16.211.197.0,UNKNOWN,86504,443,other,deny,NA,NA,SID115616,False,block_tor_exit,RU
FW000022336,2026-08-23 17:35:54,LPT-12134,192.168.13.152,UNKNOWN,1433,135,udp,allow,24581592,30097013,sid845584,False,NA,IN
FW000025465,,LPT-12378,172.16.234.,999.999.999.999,80,22,other,allow,48675436,33162201,SID731773,False,allow_office_apps,unknown
FW000015276,09-07-2026 04:19:19 PM,VDR-11767,10.82.163,140.23.254.137,135,NA,other,allow,48014295,11836920,,False,ALLOW_INTERNAL_DNS,IN
FW000026417,16/08/2026 07:29,LPT-12907,10.83.249,10.247.224.0,3389,22,other,allow,21716289,13230570,,no,NA,
FW000002438,2026-08-23T16:20:38,LPT-12383,999.999.999.999,UNKNOWN,53,,tcp,allow,30871451,48369124,SID397731,False,ALLOW_INTERNAL_DNS,unknown
FW000022441,06/08/2026 07:58,LPT-11597,10.198.224,172.16.5.33,88506,-4,tcp,deny,6321807,,SID447825,False,block_tor_exit,IN
FW000014088,19/08/2026 00:49,LPT-12780,172.16.220.87,163.28.2.42,1433,445,tcp,allow,22412855,34806125,SID394347,0,ALLOW_INTERNAL_DNS,RU
FW000025394,2026/08/18,WS-12509,10.37.93,,135,135,other,allow,29753942,NA,SID564966,N,block_tor_exit,
FW000022737,2026/09/08,LPT-10420,215.2.171.64,10.213.15,445,83592,tcp,allow,,22713737,sid912306,False,,CN
FW000011990,08-15-2026 10:13:13 PM,WS-11077,10.139.227.,10.113.154,22,68410,tcp,allow,16527226,47661819,SID184388,False,DENY_TELNET,unknown
FW000003168,03/08/2026 12:37,WS-10433,172-16.42.174,139.59.253.34,443,3389,other,allow,25715077,25260195,SID305119,0,UNKNOWN,RU
FW000018194,2026-08-24 21:50:38,VDR-12593,43.226.195.196,172.16.245.124,8443,NA,tcp,deny,NA,25559375,sid327055,False,allow_office_apps,IN
FW000027557,2026-08-26 07:14:41,VDR-12369,172.16.194.78,192-168.69.230,3306,135,tcp,allow,6383493,42922577,SID768401,no,ALLOW_WEB,
FW000023546,,LPT-11909,44.68.172.92,195-179.32.192,,0,tcp,allow,18904308,5766258,SID719114,False,,IN
FW000025841,20-Aug-2026 06:51:25,LPT-11506,172.16.224.186,150.181.45.69,NA,8080,tcp,deny,-18505452,43684820,SID163994,False,NA,
FW000021471,26/08/2026 08:09,LPT-10522,172.16.105.131,49.239.254.229,22,22,tcp,allow,38038172,1084347,SID624180,False,NA,CN
FW000013753,08-17-2026 07:35:59 AM,WS-12433,192.168.202.49,192.168.235.82,445,8080,tcp,allow,15752960,,SID600388,N,DENY_TELNET,RU
FW000024143,2026-08-03T16:04:44,LPT-12016,UNKNOWN,999.999.999.999,443,NA,tcp,deny,25412105,28856811,SID137456,False,allow_office_apps,US
FW000015921,08-27-2026 12:22:11 PM,VDR-12748,192-168.149.44,,53,135,tcp,allow,45855099,,,True,ALLOW_INTERNAL_DNS,RU
FW000014028,2026-09-07T07:32:01,LPT-11158,194.141.116.46,145.246.168.248.0,22,22,tcp,allow,NA,,,0,,CN
FW000007017,04/09/2026 02:32,WS-12996,192.168.118.77,172.16.134.28,445,8080,icmp,deny,NA,26340229,SID-150062,yes,ALLOW_WEB,RU
FW000013387,,VDR-10906,192.168.165.187,72.33.173.125,135,-1,tcp,deny,38051366,,SID617219,False,block_tor_exit,RU
FW000015999,2026/08/09,LPT-11180,999.999.999.999,80.232.191.109,25,-5,tcp,allow,48340686,49019258,SID391467,False,,IN
FW000012642,1787269423,LPT-10103,UNKNOWN,10.111.233,135,22,tcp,allow,27320403,-36342557,SID464493,0,UNKNOWN,
FW000027048,2026-08-06T19:54:14,VDR-10146,172.16.231.242,UNKNOWN,8443,1433,tcp,allow,29789132,5224563,SID512072,N,allow_office_apps,IN
FW000004946,08/08/2026 04:28,WS-12549,10.135.250,10.122.127,,8443,other,allow,37529153,47735996,SID649702,0,MONITOR_DB_ACCESS,
FW000015650,2026-08-09T18:38:24,VDR-10022,172.16.87.,10.36.162.,3389,22,udp,allow,41386054,43159741,SID280224,True,block_tor_exit,RU
FW000012238,26/08/2026 09:14,VDR-10170,205.210.82.85.0,29.189.176.245,22,,tcp,allow,,17812422,SID242326,False,ALLOW_WEB,IN
FW000006047,2026-08-18T23:49:03,LPT-12259,192.168.199.103.0,999.999.999.999,53,445,tcp,deny,43001119,NA,sid489894,N,UNKNOWN,
FW000009228,2026-09-08T15:47:04,WS-10487,60.175.143.5,186.165.199.186.0,3389,135,other,allow,18373428,12268339,NA,False,NA,IN
FW000005586,01-Aug-2026 09:00:10,VDR-10040,28.28.146.78.0,10.65.72,8080,,tcp,allow,15969994,34457494,SID149682,False,ALLOW_WEB,US
FW000023304,2026-08-24 14:10:43,LPT-12078,999.999.999.999,192.168.51.96,22,8443,other,allow,11650657,22106205,SID180492,no,ALLOW_INTERNAL_DNS,
FW000005591,2026-08-12 11:01:25,VDR-12218,172.16.42.51,999.999.999.999,79625,22,tcp,allow,10150215,,SID354602,N,MONITOR_DB_ACCESS,IN
FW000023611,2026-08-16T00:34:49,WS-10368,10.241.199,10.243.196,3306,8443,other,allow,6289068,NA,SID134794,True,NA,IN
FW000001229,2026-08-29T02:20:22,,191.231.217.252,172.16.206.88,80,1433,tcp,allow,32461636,18452979,SID316951,False,block_tor_exit,
FW000018692,08-30-2026 08:12:16 PM,VDR-12487,10.187.225,191.247.108.39,53,135,tcp,allow,48747634,16458308,SID110060,N,BLOCK_EXTERNAL_RDP,unknown
FW000023231,31/08/2026 00:05,WS-11203,192.168.149.234,192.168.19.,53,53,tcp,allow,24030445,25545827,SID-697277,True,MONITOR_DB_ACCESS,
FW000013342,05/09/2026,,172.16.174.69,172.16.96.32,80,3389,tcp,allow,10727509,39109754,SID632491,N,NA,IN
FW000013334,2026-08-12T08:34:06,WS-12632,,10.169.30,25,445,tcp,allow,40988818,32211540,SID753340,N,MONITOR_DB_ACCESS,CN
FW000014744,2026/08/05,VDR-10605,,198.109.173.243,25,1433,tcp,allow,31527801,-31456708,SID553836,False,ALLOW_INTERNAL_DNS,IN
FW000008245,2026-08-14 22:27:18,WS-12390,UNKNOWN,192.168.131.3.0,8080,3306,other,allow,43892994,9284485,SID889894,False,allow_office_apps,RU
FW000026943,2026-09-08 13:30:36,WS-10837,94.66.175.11,,NA,,tcp,deny,15009372,2201890,SID-415729,no,MONITOR_DB_ACCESS,RU
FW000016238,25-Aug-2026 13:45:52,LPT-12739,176-86.204.249,96.64.183.,445,443,tcp,deny,35673702,47817428,sid430066,N,block_tor_exit,US
FW000006556,2026/08/19,LPT-11131,UNKNOWN,177.126.51.193,22,22,tcp,allow,11830477,,SID221279,False,,CN
FW000015374,,LPT-10590,999.999.999.999,147-151.50.162,443,,tcp,deny,NA,25252126,SID-386538,0,BLOCK_EXTERNAL_RDP,CN
FW000012146,08-11-2026 07:34:53 PM,LPT-12257,192.168.201.147,182-137.10.206,445,NA,other,allow,16215535,43195969,SID791833,0,,unknown
FW000000160,19/08/2026,WS-10844,192-168.90.145,67.190.40.91,68621,22,other,allow,22699714,36601446,SID794570,False,ALLOW_INTERNAL_DNS,IN
FW000025236,31/08/2026 10:58,VDR-12857,172.16.41.205,10.249.66,93431,3389,other,allow,22933064,7969177,SID678573,False,BLOCK_EXTERNAL_RDP,unknown
FW000001590,2026-08-20T03:34:45,WS-11530,172-16.181.70,192.168.125.59,25,8080,tcp,allow,9544677,4287865,SID591242,False,,IN
FW000016334,09-Sep-2026 20:29:55,WS-10352,999.999.999.999,172.16.150.236,22,1433,udp,deny,16123761,17509897,SID969821,False,allow_office_apps,unknown
FW000024036,08-09-2026 04:05:05 PM,VDR-12604,172.16.84.,192.168.192.173,3306,25,tcp,allow,7542319,10652154,SID766596,no,ALLOW_WEB,unknown
